"","Sample tree ID","Species","Year","Site","Longitude","Latitude","Elevation (m)","Aspect (degrees)","Terrain slope (%)","Stem diameter (cm)","Age (years)","Ring width (mm)","Date collected (month/day/year)"
"1280","BNF0710131105SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.088305,44.53706154,2561,320,45,20.58,118,0.539,"7/10/13"
"1301","BNF0710131415SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,16.03,64,0.84,"7/10/13"
"1302","BNF0710131415SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,16.19,65,1.091,"7/10/13"
"1303","BNF0710131415SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,16.41,66,1.31,"7/10/13"
"1304","BNF0710131415SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,16.67,67,1.254,"7/10/13"
"1305","BNF0710131415SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,16.92,68,1.099,"7/10/13"
"1306","BNF0710131415SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,17.14,69,1.131,"7/10/13"
"1307","BNF0710131415SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,17.37,70,1.259,"7/10/13"
"1308","BNF0710131415SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,17.62,71,1.557,"7/10/13"
"1309","BNF0710131415SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,17.93,72,1.083,"7/10/13"
"1310","BNF0710131415SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,18.15,73,0.852,"7/10/13"
"1311","BNF0710131415SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,18.32,74,0.772,"7/10/13"
"1312","BNF0710131415SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,18.48,75,0.985,"7/10/13"
"1313","BNF0710131415SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,18.67,76,0.808,"7/10/13"
"1314","BNF0710131415SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,18.83,77,0.817,"7/10/13"
"1315","BNF0710131415SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,19,78,0.552,"7/10/13"
"1316","BNF0710131415SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,19.11,79,0.76,"7/10/13"
"1317","BNF0710131415SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,19.26,80,0.609,"7/10/13"
"1318","BNF0710131415SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,19.38,81,0.644,"7/10/13"
"1319","BNF0710131415SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,19.51,82,0.681,"7/10/13"
"1320","BNF0710131415SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.0880073,44.57554379,2352,346,41,19.65,83,0.57,"7/10/13"
"1341","BNF0710131424SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,17.92,62,1.288,"7/10/13"
"1342","BNF0710131424SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,18.18,63,1.49,"7/10/13"
"1343","BNF0710131424SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,18.48,64,1.545,"7/10/13"
"1344","BNF0710131424SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,18.79,65,1.055,"7/10/13"
"1345","BNF0710131424SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,19,66,1.238,"7/10/13"
"1346","BNF0710131424SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,19.25,67,1.408,"7/10/13"
"1347","BNF0710131424SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,19.53,68,1.462,"7/10/13"
"1348","BNF0710131424SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,19.82,69,1.312,"7/10/13"
"1349","BNF0710131424SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,20.08,70,1.205,"7/10/13"
"1350","BNF0710131424SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,20.32,71,1.052,"7/10/13"
"1351","BNF0710131424SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,20.53,72,0.984,"7/10/13"
"1352","BNF0710131424SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,20.73,73,1.208,"7/10/13"
"1353","BNF0710131424SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,20.97,74,0.988,"7/10/13"
"1354","BNF0710131424SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,21.17,75,1.034,"7/10/13"
"1355","BNF0710131424SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,21.38,76,0.918,"7/10/13"
"1356","BNF0710131424SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,21.56,77,0.998,"7/10/13"
"1357","BNF0710131424SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,21.76,78,0.661,"7/10/13"
"1358","BNF0710131424SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,21.89,79,0.744,"7/10/13"
"1359","BNF0710131424SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,22.04,80,0.821,"7/10/13"
"1360","BNF0710131424SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.1009664,44.53913389,2591,37,33,22.2,81,0.726,"7/10/13"
"1441","BNF0710131628SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,13.98,51,1.851,"7/10/13"
"1442","BNF0710131628SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,14.35,52,1.722,"7/10/13"
"1443","BNF0710131628SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,14.7,53,1.577,"7/10/13"
"1444","BNF0710131628SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,15.01,54,1.122,"7/10/13"
"1445","BNF0710131628SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,15.23,55,1.486,"7/10/13"
"1446","BNF0710131628SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,15.53,56,1.622,"7/10/13"
"1447","BNF0710131628SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,15.86,57,1.532,"7/10/13"
"1448","BNF0710131628SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,16.16,58,1.872,"7/10/13"
"1449","BNF0710131628SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,16.54,59,1.403,"7/10/13"
"1450","BNF0710131628SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,16.82,60,0.944,"7/10/13"
"1451","BNF0710131628SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.01,61,0.542,"7/10/13"
"1452","BNF0710131628SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.12,62,1.003,"7/10/13"
"1453","BNF0710131628SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.32,63,0.774,"7/10/13"
"1454","BNF0710131628SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.47,64,0.89,"7/10/13"
"1455","BNF0710131628SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.65,65,0.401,"7/10/13"
"1456","BNF0710131628SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.73,66,0.836,"7/10/13"
"1457","BNF0710131628SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,17.9,67,0.729,"7/10/13"
"1458","BNF0710131628SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,18.04,68,0.89,"7/10/13"
"1459","BNF0710131628SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,18.22,69,0.776,"7/10/13"
"1460","BNF0710131628SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.0867196,44.57862819,2246,20,22,18.38,70,0.646,"7/10/13"
"1661","BNF0711131351SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,22.26,83,1.358,"7/11/13"
"1662","BNF0711131351SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,22.53,84,1.398,"7/11/13"
"1663","BNF0711131351SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,22.81,85,1.363,"7/11/13"
"1664","BNF0711131351SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,23.09,86,1.214,"7/11/13"
"1665","BNF0711131351SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,23.33,87,1.001,"7/11/13"
"1666","BNF0711131351SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,23.53,88,1.142,"7/11/13"
"1667","BNF0711131351SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,23.76,89,0.862,"7/11/13"
"1668","BNF0711131351SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,23.93,90,1.192,"7/11/13"
"1669","BNF0711131351SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,24.17,91,0.952,"7/11/13"
"1670","BNF0711131351SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,24.36,92,0.859,"7/11/13"
"1671","BNF0711131351SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,24.53,93,0.79,"7/11/13"
"1672","BNF0711131351SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,24.69,94,1.164,"7/11/13"
"1673","BNF0711131351SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,24.92,95,1.041,"7/11/13"
"1674","BNF0711131351SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,25.13,96,1.395,"7/11/13"
"1675","BNF0711131351SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,25.41,97,1.325,"7/11/13"
"1676","BNF0711131351SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,25.67,98,1.622,"7/11/13"
"1677","BNF0711131351SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,26,99,1.988,"7/11/13"
"1678","BNF0711131351SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,26.4,100,1.627,"7/11/13"
"1679","BNF0711131351SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,26.72,101,1.684,"7/11/13"
"1680","BNF0711131351SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.2371072,44.68409724,2269,60,41,27.06,102,1.599,"7/11/13"
"2041","BNF0713130846SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,23.21,84,1.43,"7/13/13"
"2042","BNF0713130846SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,23.5,85,1.784,"7/13/13"
"2043","BNF0713130846SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,23.86,86,1.701,"7/13/13"
"2044","BNF0713130846SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.2,87,0.699,"7/13/13"
"2045","BNF0713130846SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.34,88,0.434,"7/13/13"
"2046","BNF0713130846SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.42,89,0.439,"7/13/13"
"2047","BNF0713130846SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.51,90,0.62,"7/13/13"
"2048","BNF0713130846SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.64,91,0.734,"7/13/13"
"2049","BNF0713130846SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.78,92,0.459,"7/13/13"
"2050","BNF0713130846SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.87,93,0.447,"7/13/13"
"2051","BNF0713130846SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,24.96,94,0.375,"7/13/13"
"2052","BNF0713130846SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.04,95,0.415,"7/13/13"
"2053","BNF0713130846SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.12,96,0.431,"7/13/13"
"2054","BNF0713130846SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.21,97,0.653,"7/13/13"
"2055","BNF0713130846SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.34,98,0.51,"7/13/13"
"2056","BNF0713130846SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.44,99,0.725,"7/13/13"
"2057","BNF0713130846SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.59,100,0.699,"7/13/13"
"2058","BNF0713130846SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.73,101,1.18,"7/13/13"
"2059","BNF0713130846SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,25.96,102,0.791,"7/13/13"
"2060","BNF0713130846SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.1056638,44.62326567,2153,360,54,26.12,103,0.659,"7/13/13"
"2141","BNF0716130924SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,18.64,82,1.684,"7/16/13"
"2142","BNF0716130924SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,18.98,83,1.57,"7/16/13"
"2143","BNF0716130924SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,19.29,84,1.77,"7/16/13"
"2144","BNF0716130924SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,19.65,85,1.113,"7/16/13"
"2145","BNF0716130924SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,19.87,86,0.82,"7/16/13"
"2146","BNF0716130924SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,20.03,87,1.072,"7/16/13"
"2147","BNF0716130924SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,20.25,88,1.142,"7/16/13"
"2148","BNF0716130924SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,20.48,89,1.149,"7/16/13"
"2149","BNF0716130924SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,20.71,90,0.865,"7/16/13"
"2150","BNF0716130924SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,20.88,91,0.874,"7/16/13"
"2151","BNF0716130924SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.05,92,0.682,"7/16/13"
"2152","BNF0716130924SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.19,93,0.498,"7/16/13"
"2153","BNF0716130924SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.29,94,0.564,"7/16/13"
"2154","BNF0716130924SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.4,95,0.622,"7/16/13"
"2155","BNF0716130924SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.53,96,0.592,"7/16/13"
"2156","BNF0716130924SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.65,97,0.6,"7/16/13"
"2157","BNF0716130924SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.77,98,0.422,"7/16/13"
"2158","BNF0716130924SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.85,99,0.62,"7/16/13"
"2159","BNF0716130924SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,21.97,100,0.604,"7/16/13"
"2160","BNF0716130924SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.4634008,44.86868227,2376,356,50,22.09,101,0.486,"7/16/13"
"2241","BNF0716131207SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,20.89,109,0.729,"7/16/13"
"2242","BNF0716131207SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.04,110,0.689,"7/16/13"
"2243","BNF0716131207SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.18,111,0.895,"7/16/13"
"2244","BNF0716131207SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.36,112,0.42,"7/16/13"
"2245","BNF0716131207SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.44,113,0.462,"7/16/13"
"2246","BNF0716131207SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.53,114,0.374,"7/16/13"
"2247","BNF0716131207SF","Abies lasiocarpa",1998,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.61,115,0.488,"7/16/13"
"2248","BNF0716131207SF","Abies lasiocarpa",1999,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.71,116,0.681,"7/16/13"
"2249","BNF0716131207SF","Abies lasiocarpa",2000,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.84,117,0.56,"7/16/13"
"2250","BNF0716131207SF","Abies lasiocarpa",2001,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,21.95,118,0.582,"7/16/13"
"2251","BNF0716131207SF","Abies lasiocarpa",2002,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.07,119,0.523,"7/16/13"
"2252","BNF0716131207SF","Abies lasiocarpa",2003,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.17,120,0.669,"7/16/13"
"2253","BNF0716131207SF","Abies lasiocarpa",2004,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.31,121,0.63,"7/16/13"
"2254","BNF0716131207SF","Abies lasiocarpa",2005,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.43,122,0.784,"7/16/13"
"2255","BNF0716131207SF","Abies lasiocarpa",2006,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.59,123,0.619,"7/16/13"
"2256","BNF0716131207SF","Abies lasiocarpa",2007,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.71,124,0.744,"7/16/13"
"2257","BNF0716131207SF","Abies lasiocarpa",2008,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,22.86,125,0.743,"7/16/13"
"2258","BNF0716131207SF","Abies lasiocarpa",2009,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,23.01,126,0.957,"7/16/13"
"2259","BNF0716131207SF","Abies lasiocarpa",2010,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,23.2,127,0.622,"7/16/13"
"2260","BNF0716131207SF","Abies lasiocarpa",2011,"Big Horn National Forest ",-107.4689326,44.87104732,2299,80,34,23.33,128,0.6,"7/16/13"
"2261","BNF0716131400SF","Abies lasiocarpa",1992,"Big Horn National Forest ",-107.5668036,44.86024618,2145,22,20,32.14,102,1.09,"7/16/13"
"2262","BNF0716131400SF","Abies lasiocarpa",1993,"Big Horn National Forest ",-107.5668036,44.86024618,2145,22,20,32.36,103,1.168,"7/16/13"
"2263","BNF0716131400SF","Abies lasiocarpa",1994,"Big Horn National Forest ",-107.5668036,44.86024618,2145,22,20,32.6,104,1.263,"7/16/13"
"2264","BNF0716131400SF","Abies lasiocarpa",1995,"Big Horn National Forest ",-107.5668036,44.86024618,2145,22,20,32.85,105,0.982,"7/16/13"
"2265","BNF0716131400SF","Abies lasiocarpa",1996,"Big Horn National Forest ",-107.5668036,44.86024618,2145,22,20,33.05,106,1.103,"7/16/13"
"2266","BNF0716131400SF","Abies lasiocarpa",1997,"Big Horn National Forest ",-107.5668036,44.86024618,2145,22,20,33.27,107,1.099,"7/16/13"
