"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Sub-ordinal transect","Canopy Cover Location","Canopy Closure (Open dots)"
Prototype,702,2004,22-Jul-04,IT,SW,1,94,
Prototype,702,2004,22-Jul-04,IT,SW,2,77,
Prototype,710,2004,13-Jul-04,SV,NE,1,80,
Prototype,710,2004,13-Jul-04,SV,NE,2,18,
Prototype,710,2004,13-Jul-04,SV,NW,1,6,
Prototype,710,2004,13-Jul-04,SV,NW,2,1,
Prototype,710,2004,13-Jul-04,SV,SE,1,6,
Prototype,710,2004,13-Jul-04,SV,SE,2,25,
Prototype,710,2004,13-Jul-04,SV,SW,1,3,
Prototype,710,2004,13-Jul-04,SV,SW,2,11,
Prototype,720,2004,09-Jul-04,SV,NE,1,5,
Prototype,720,2004,09-Jul-04,SV,NE,2,3,
Prototype,720,2004,09-Jul-04,SV,NW,1,4,
Prototype,720,2004,09-Jul-04,SV,NW,2,4,
Prototype,720,2004,09-Jul-04,SV,SE,1,13,
Prototype,720,2004,09-Jul-04,SV,SE,2,19,
Prototype,720,2004,09-Jul-04,SV,SW,1,8,
Prototype,720,2004,09-Jul-04,SV,SW,2,9,
Prototype,725,2004,06-Jul-04,IT,NE,1,2,
Prototype,725,2004,06-Jul-04,IT,NE,2,9,
Prototype,725,2004,06-Jul-04,IT,NW,1,5,
Prototype,725,2004,06-Jul-04,IT,NW,2,16,
Prototype,725,2004,06-Jul-04,IT,SE,1,0,
Prototype,725,2004,06-Jul-04,IT,SE,2,0,
Prototype,725,2004,06-Jul-04,IT,SW,1,52,
Prototype,725,2004,06-Jul-04,IT,SW,2,60,
Prototype,753,2004,07-Jul-04,CS,NE,1,92,
Prototype,753,2004,07-Jul-04,CS,NE,2,96,
Prototype,753,2004,07-Jul-04,CS,NW,1,8,
Prototype,753,2004,07-Jul-04,CS,NW,2,35,
Prototype,753,2004,07-Jul-04,CS,SE,1,10,
Prototype,753,2004,07-Jul-04,CS,SE,2,11,
Prototype,753,2004,07-Jul-04,CS,SW,1,14,
Prototype,753,2004,07-Jul-04,CS,SW,2,14,
Prototype,757,2004,07-Jul-04,IT,NE,1,23,
Prototype,757,2004,07-Jul-04,IT,NE,2,2,
Prototype,757,2004,07-Jul-04,IT,NW,1,23,
Prototype,757,2004,07-Jul-04,IT,NW,2,30,
Prototype,757,2004,07-Jul-04,IT,SE,1,1,
Prototype,757,2004,07-Jul-04,IT,SE,2,53,
Prototype,757,2004,07-Jul-04,IT,SW,1,36,
Prototype,757,2004,07-Jul-04,IT,SW,2,7,
Prototype,761,2004,01-Jul-04,IT,NE,1,76,
Prototype,761,2004,01-Jul-04,IT,NE,2,15,
Prototype,761,2004,01-Jul-04,IT,NW,1,96,
Prototype,761,2004,01-Jul-04,IT,NW,2,84,
Prototype,761,2004,01-Jul-04,IT,SE,1,82,
Prototype,761,2004,01-Jul-04,IT,SE,2,96,
Prototype,761,2004,01-Jul-04,IT,SW,1,94,
Prototype,761,2004,01-Jul-04,IT,SW,2,96,
Prototype,785,2004,06-Jul-04,CS,NE,1,81,
Prototype,785,2004,06-Jul-04,CS,NE,2,93,
Prototype,785,2004,06-Jul-04,CS,NW,1,30,
Prototype,785,2004,06-Jul-04,CS,NW,2,74,
Prototype,785,2004,06-Jul-04,CS,SE,1,96,
Prototype,785,2004,06-Jul-04,CS,SE,2,61,
Prototype,785,2004,06-Jul-04,CS,SW,1,6,
Prototype,785,2004,06-Jul-04,CS,SW,2,4,
Prototype,788,2004,09-Jul-04,IT,NE,1,16,
Prototype,788,2004,09-Jul-04,IT,NE,2,8,
Prototype,788,2004,09-Jul-04,IT,NW,1,4,
Prototype,788,2004,09-Jul-04,IT,NW,2,31,
Prototype,788,2004,09-Jul-04,IT,SE,1,9,
Prototype,788,2004,09-Jul-04,IT,SE,2,16,
Prototype,788,2004,09-Jul-04,IT,SW,1,1,
Prototype,788,2004,09-Jul-04,IT,SW,2,4,
Prototype,789,2004,08-Jul-04,IT,NE,1,36,
Prototype,789,2004,08-Jul-04,IT,NE,2,96,
Prototype,789,2004,08-Jul-04,IT,NW,1,2,
Prototype,789,2004,08-Jul-04,IT,NW,2,96,
Prototype,789,2004,08-Jul-04,IT,SE,1,14,
Prototype,789,2004,08-Jul-04,IT,SE,2,38,
Prototype,789,2004,08-Jul-04,IT,SW,1,11,
Prototype,789,2004,08-Jul-04,IT,SW,2,53,
Prototype,792,2004,22-Jul-04,JK,NE,1,20,
Prototype,792,2004,22-Jul-04,JK,NE,2,7,
Prototype,792,2004,22-Jul-04,JK,NW,1,13,
Prototype,792,2004,22-Jul-04,JK,NW,2,3,
Prototype,792,2004,22-Jul-04,JK,SE,1,11,
Prototype,792,2004,22-Jul-04,JK,SE,2,21,
Prototype,792,2004,22-Jul-04,JK,SW,1,14,
Prototype,792,2004,22-Jul-04,JK,SW,2,44,
Prototype,794,2004,01-Jul-04,CS/LP/SH,NE,1,23,
Prototype,794,2004,01-Jul-04,CS/LP/SH,NE,2,14,
Prototype,794,2004,01-Jul-04,CS/LP/SH,NW,1,9,
Prototype,794,2004,01-Jul-04,CS/LP/SH,NW,2,20,
Prototype,794,2004,01-Jul-04,CS/LP/SH,SE,1,27,
Prototype,794,2004,01-Jul-04,CS/LP/SH,SE,2,32,
Prototype,794,2004,01-Jul-04,CS/LP/SH,SW,1,31,
Prototype,794,2004,01-Jul-04,CS/LP/SH,SW,2,26,
Prototype,799,2004,21-Jul-04,LP,NE,1,96,
Prototype,799,2004,21-Jul-04,LP,NE,2,96,
Prototype,799,2004,21-Jul-04,LP,NW,1,85,
Prototype,799,2004,21-Jul-04,LP,NW,2,36,
Prototype,799,2004,21-Jul-04,LP,SE,1,96,
Prototype,799,2004,21-Jul-04,LP,SE,2,96,
Prototype,799,2004,21-Jul-04,LP,SW,1,79,
Prototype,799,2004,21-Jul-04,LP,SW,2,42,
Prototype,805,2004,11-Jul-04,LP,NE,1,6,
Prototype,805,2004,11-Jul-04,LP,NE,2,8,
Prototype,805,2004,11-Jul-04,LP,NW,1,96,
Prototype,805,2004,11-Jul-04,LP,NW,2,14,
Prototype,805,2004,11-Jul-04,LP,SE,1,96,
Prototype,805,2004,11-Jul-04,LP,SE,2,96,
Prototype,805,2004,11-Jul-04,LP,SW,1,92,
Prototype,805,2004,11-Jul-04,LP,SW,2,29,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,NE,1,15,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,NE,2,12,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,NW,1,1,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,NW,2,20,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,SE,1,18,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,SE,2,3,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,SW,1,5,
Prototype,825,2004,30-Jun-04,CS/IT/LP/SV,SW,2,84,
Prototype,838,2004,09-Jul-04,LP,NE,1,65,
Prototype,838,2004,09-Jul-04,LP,NE,2,20,
Prototype,838,2004,09-Jul-04,LP,NW,1,20,
Prototype,838,2004,09-Jul-04,LP,NW,2,33,
Prototype,838,2004,09-Jul-04,LP,SE,1,90,
Prototype,838,2004,09-Jul-04,LP,SE,2,49,
Prototype,838,2004,09-Jul-04,LP,SW,1,34,
Prototype,838,2004,09-Jul-04,LP,SW,2,24,
Prototype,857,2004,01-Jul-04,SV,NE,1,7,
Prototype,857,2004,01-Jul-04,SV,NE,2,78,
Prototype,857,2004,01-Jul-04,SV,NW,1,2,
Prototype,857,2004,01-Jul-04,SV,NW,2,7,
Prototype,857,2004,01-Jul-04,SV,SE,1,21,
Prototype,857,2004,01-Jul-04,SV,SE,2,9,
Prototype,857,2004,01-Jul-04,SV,SW,1,8,
Prototype,857,2004,01-Jul-04,SV,SW,2,6,
Prototype,863,2004,13-Jul-04,LP,NE,1,55,
Prototype,863,2004,13-Jul-04,LP,NE,2,47,
Prototype,863,2004,13-Jul-04,LP,NW,1,46,
Prototype,863,2004,13-Jul-04,LP,NW,2,32,
Prototype,863,2004,13-Jul-04,LP,SE,1,32,
Prototype,863,2004,13-Jul-04,LP,SE,2,96,
Prototype,863,2004,13-Jul-04,LP,SW,1,96,
Prototype,863,2004,13-Jul-04,LP,SW,2,96,
Prototype,868,2004,20-Jul-04,LP,NE,1,23,
Prototype,868,2004,20-Jul-04,LP,NE,2,33,
Prototype,868,2004,20-Jul-04,LP,NW,1,43,
Prototype,868,2004,20-Jul-04,LP,NW,2,34,
Prototype,868,2004,20-Jul-04,LP,SE,1,28,
Prototype,868,2004,20-Jul-04,LP,SE,2,28,
Prototype,868,2004,20-Jul-04,LP,SW,1,22,
Prototype,868,2004,20-Jul-04,LP,SW,2,38,
Prototype,896,2004,12-Jul-04,LP,NE,1,31,
Prototype,896,2004,12-Jul-04,LP,NE,2,57,
Prototype,896,2004,12-Jul-04,LP,NW,1,40,
Prototype,896,2004,12-Jul-04,LP,NW,2,44,
Prototype,896,2004,12-Jul-04,LP,SE,1,42,
Prototype,896,2004,12-Jul-04,LP,SE,2,41,
Prototype,896,2004,12-Jul-04,LP,SW,1,28,
Prototype,896,2004,12-Jul-04,LP,SW,2,13,
Prototype,898,2004,08-Jul-04,LP,NE,1,74,
Prototype,898,2004,08-Jul-04,LP,NE,2,90,
Prototype,898,2004,08-Jul-04,LP,NW,1,96,
Prototype,898,2004,08-Jul-04,LP,NW,2,91,
Prototype,898,2004,08-Jul-04,LP,SE,1,87,
Prototype,898,2004,08-Jul-04,LP,SE,2,95,
Prototype,898,2004,08-Jul-04,LP,SW,1,96,
Prototype,898,2004,08-Jul-04,LP,SW,2,96,
Prototype,899,2004,22-Jul-04,LP,NE,1,96,
Prototype,899,2004,22-Jul-04,LP,NE,2,70,
Prototype,899,2004,22-Jul-04,LP,NW,1,30,
Prototype,899,2004,22-Jul-04,LP,NW,2,8,
Prototype,899,2004,22-Jul-04,LP,SE,1,96,
Prototype,899,2004,22-Jul-04,LP,SE,2,26,
Prototype,899,2004,22-Jul-04,LP,SW,1,49,
Prototype,899,2004,22-Jul-04,LP,SW,2,27,
Prototype,900,2004,10-Jul-04,LP,NE,1,96,
Prototype,900,2004,10-Jul-04,LP,NE,2,96,
Prototype,900,2004,10-Jul-04,LP,NW,1,24,
Prototype,900,2004,10-Jul-04,LP,NW,2,81,
Prototype,900,2004,10-Jul-04,LP,SE,1,26,
Prototype,900,2004,10-Jul-04,LP,SE,2,96,
Prototype,900,2004,10-Jul-04,LP,SW,1,12,
Prototype,900,2004,10-Jul-04,LP,SW,2,20,
Prototype,901,2004,07-Jul-04,LP,NE,1,96,
Prototype,901,2004,07-Jul-04,LP,NE,2,31,
Prototype,901,2004,07-Jul-04,LP,NW,1,91,
Prototype,901,2004,07-Jul-04,LP,NW,2,96,
Prototype,901,2004,07-Jul-04,LP,SE,1,84,
Prototype,901,2004,07-Jul-04,LP,SE,2,42,
Prototype,901,2004,07-Jul-04,LP,SW,1,87,
Prototype,901,2004,07-Jul-04,LP,SW,2,95,
Prototype,933,2004,06-Jul-04,LP,NE,1,53,
Prototype,933,2004,06-Jul-04,LP,NE,2,5,
Prototype,933,2004,06-Jul-04,LP,NW,1,32,
Prototype,933,2004,06-Jul-04,LP,NW,2,26,
Prototype,933,2004,06-Jul-04,LP,SE,1,13,
Prototype,933,2004,06-Jul-04,LP,SE,2,16,
Prototype,933,2004,06-Jul-04,LP,SW,1,17,
Prototype,933,2004,06-Jul-04,LP,SW,2,58,
Prototype,934,2004,12-Jul-04,SV,NE,1,20,
Prototype,934,2004,12-Jul-04,SV,NE,2,28,
Prototype,934,2004,12-Jul-04,SV,NW,1,27,
Prototype,934,2004,12-Jul-04,SV,NW,2,29,
Prototype,934,2004,12-Jul-04,SV,SE,1,21,
Prototype,934,2004,12-Jul-04,SV,SE,2,14,
Prototype,934,2004,12-Jul-04,SV,SW,1,10,
Prototype,934,2004,12-Jul-04,SV,SW,2,43,
Prototype,477,2005,19-Jul-05,DH/SH,NE,1,48,
Prototype,477,2005,19-Jul-05,DH/SH,NE,2,72,
Prototype,477,2005,19-Jul-05,DH/SH,NW,1,90,
Prototype,477,2005,19-Jul-05,DH/SH,NW,2,17,
Prototype,477,2005,19-Jul-05,DH/SH,SE,1,4,
Prototype,477,2005,19-Jul-05,DH/SH,SE,2,15,
Prototype,477,2005,19-Jul-05,DH/SH,SW,1,54,
Prototype,477,2005,19-Jul-05,DH/SH,SW,2,61,
Prototype,489,2005,06-Jul-05,KB/SV,NE,1,29,
Prototype,489,2005,06-Jul-05,KB/SV,NE,2,30,
Prototype,489,2005,06-Jul-05,KB/SV,NW,1,51,
Prototype,489,2005,06-Jul-05,KB/SV,NW,2,4,
Prototype,489,2005,06-Jul-05,KB/SV,SE,1,75,
Prototype,489,2005,06-Jul-05,KB/SV,SE,2,19,
Prototype,489,2005,06-Jul-05,KB/SV,SW,1,21,
Prototype,489,2005,06-Jul-05,KB/SV,SW,2,66,
Prototype,490,2005,07-Jul-05,KB/SV,NE,1,96,
Prototype,490,2005,07-Jul-05,KB/SV,NE,2,96,
Prototype,490,2005,07-Jul-05,KB/SV,NW,1,96,
Prototype,490,2005,07-Jul-05,KB/SV,NW,2,96,
Prototype,490,2005,07-Jul-05,KB/SV,SE,1,95,
Prototype,490,2005,07-Jul-05,KB/SV,SE,2,31,
Prototype,490,2005,07-Jul-05,KB/SV,SW,1,24,
Prototype,490,2005,07-Jul-05,KB/SV,SW,2,50,
Prototype,521,2005,05-Jul-05,KB/SV,NE,1,4,
Prototype,521,2005,05-Jul-05,KB/SV,NE,2,14,
Prototype,521,2005,05-Jul-05,KB/SV,NW,1,18,
Prototype,521,2005,05-Jul-05,KB/SV,NW,2,18,
Prototype,521,2005,05-Jul-05,KB/SV,SE,1,79,
Prototype,521,2005,05-Jul-05,KB/SV,SE,2,20,
Prototype,521,2005,05-Jul-05,KB/SV,SW,1,19,
Prototype,521,2005,05-Jul-05,KB/SV,SW,2,18,
Prototype,523,2005,10-Jul-05,KB/SV,NE,1,20,
Prototype,523,2005,10-Jul-05,KB/SV,NE,2,12,
Prototype,523,2005,10-Jul-05,KB/SV,NW,1,8,
Prototype,523,2005,10-Jul-05,KB/SV,NW,2,26,
Prototype,523,2005,10-Jul-05,KB/SV,SE,1,13,
Prototype,523,2005,10-Jul-05,KB/SV,SE,2,11,
Prototype,523,2005,10-Jul-05,KB/SV,SW,1,10,
Prototype,523,2005,10-Jul-05,KB/SV,SW,2,13,
Prototype,527,2005,07-Jul-05,LP/SH,NE,1,33,
Prototype,527,2005,07-Jul-05,LP/SH,NE,2,51,
Prototype,527,2005,07-Jul-05,LP/SH,NW,1,25,
Prototype,527,2005,07-Jul-05,LP/SH,NW,2,42,
Prototype,527,2005,07-Jul-05,LP/SH,SE,1,83,
Prototype,527,2005,07-Jul-05,LP/SH,SE,2,48,
Prototype,527,2005,07-Jul-05,LP/SH,SW,1,96,
Prototype,527,2005,07-Jul-05,LP/SH,SW,2,46,
Prototype,559,2005,10-Jul-05,LP/SH,NE,1,26,
Prototype,559,2005,10-Jul-05,LP/SH,NE,2,74,
Prototype,559,2005,10-Jul-05,LP/SH,NW,1,8,
Prototype,559,2005,10-Jul-05,LP/SH,NW,2,65,
Prototype,559,2005,10-Jul-05,LP/SH,SE,1,15,
Prototype,559,2005,10-Jul-05,LP/SH,SE,2,33,
Prototype,559,2005,10-Jul-05,LP/SH,SW,1,61,
Prototype,559,2005,10-Jul-05,LP/SH,SW,2,57,
Prototype,560,2005,05-Jul-05,LP/SH,NE,1,21,
Prototype,560,2005,05-Jul-05,LP/SH,NE,2,95,
Prototype,560,2005,05-Jul-05,LP/SH,NW,1,12,
Prototype,560,2005,05-Jul-05,LP/SH,NW,2,12,
Prototype,560,2005,05-Jul-05,LP/SH,SE,1,21,
Prototype,560,2005,05-Jul-05,LP/SH,SE,2,66,
Prototype,560,2005,05-Jul-05,LP/SH,SW,1,23,
Prototype,560,2005,05-Jul-05,LP/SH,SW,2,69,
Prototype,570,2005,19-Jul-05,BC/LN,NE,1,93,
Prototype,570,2005,19-Jul-05,BC/LN,NE,2,89,
Prototype,570,2005,19-Jul-05,BC/LN,NW,1,78,
Prototype,570,2005,19-Jul-05,BC/LN,NW,2,76,
Prototype,570,2005,19-Jul-05,BC/LN,SE,1,91,
Prototype,570,2005,19-Jul-05,BC/LN,SE,2,74,
Prototype,570,2005,19-Jul-05,BC/LN,SW,1,94,
Prototype,570,2005,19-Jul-05,BC/LN,SW,2,89,
Prototype,585,2005,09-Jul-05,KB/SV,NE,1,96,
Prototype,585,2005,09-Jul-05,KB/SV,NE,2,10,
Prototype,585,2005,09-Jul-05,KB/SV,NW,1,82,
Prototype,585,2005,09-Jul-05,KB/SV,NW,2,87,
Prototype,585,2005,09-Jul-05,KB/SV,SE,1,96,
Prototype,585,2005,09-Jul-05,KB/SV,SE,2,31,
Prototype,585,2005,09-Jul-05,KB/SV,SW,1,22,
Prototype,585,2005,09-Jul-05,KB/SV,SW,2,20,
Prototype,588,2005,06-Jul-05,LP/SH,NE,1,96,
Prototype,588,2005,06-Jul-05,LP/SH,NE,2,22,
Prototype,588,2005,06-Jul-05,LP/SH,NW,1,79,
Prototype,588,2005,06-Jul-05,LP/SH,NW,2,15,
Prototype,588,2005,06-Jul-05,LP/SH,SE,1,70,
Prototype,588,2005,06-Jul-05,LP/SH,SE,2,13,
Prototype,588,2005,06-Jul-05,LP/SH,SW,1,33,
Prototype,588,2005,06-Jul-05,LP/SH,SW,2,14,
Prototype,591,2005,09-Jul-05,LP/SH,NE,1,96,
Prototype,591,2005,09-Jul-05,LP/SH,NE,2,74,
Prototype,591,2005,09-Jul-05,LP/SH,NW,1,0,
Prototype,591,2005,09-Jul-05,LP/SH,NW,2,15,
Prototype,591,2005,09-Jul-05,LP/SH,SE,1,91,
Prototype,591,2005,09-Jul-05,LP/SH,SE,2,85,
Prototype,591,2005,09-Jul-05,LP/SH,SW,1,19,
Prototype,591,2005,09-Jul-05,LP/SH,SW,2,96,
Prototype,615,2005,08-Jul-05,KB/SV,NE,1,82,
Prototype,615,2005,08-Jul-05,KB/SV,NE,2,90,
Prototype,615,2005,08-Jul-05,KB/SV,NW,1,70,
Prototype,615,2005,08-Jul-05,KB/SV,NW,2,96,
Prototype,615,2005,08-Jul-05,KB/SV,SE,1,74,
Prototype,615,2005,08-Jul-05,KB/SV,SE,2,60,
Prototype,615,2005,08-Jul-05,KB/SV,SW,1,77,
Prototype,615,2005,08-Jul-05,KB/SV,SW,2,65,
Prototype,621,2005,08-Jul-05,LP/SH,NE,1,28,
Prototype,621,2005,08-Jul-05,LP/SH,NE,2,30,
Prototype,621,2005,08-Jul-05,LP/SH,NW,1,27,
Prototype,621,2005,08-Jul-05,LP/SH,NW,2,19,
Prototype,621,2005,08-Jul-05,LP/SH,SE,1,28,
Prototype,621,2005,08-Jul-05,LP/SH,SE,2,30,
Prototype,621,2005,08-Jul-05,LP/SH,SW,1,38,
Prototype,621,2005,08-Jul-05,LP/SH,SW,2,40,
Prototype,638,2005,20-Jul-05,DH/SH,NE,1,96,
Prototype,638,2005,20-Jul-05,DH/SH,NE,2,81,
Prototype,638,2005,20-Jul-05,DH/SH,NW,1,87,
Prototype,638,2005,20-Jul-05,DH/SH,NW,2,69,
Prototype,638,2005,20-Jul-05,DH/SH,SE,1,70,
Prototype,638,2005,20-Jul-05,DH/SH,SE,2,96,
Prototype,638,2005,20-Jul-05,DH/SH,SW,1,96,
Prototype,638,2005,20-Jul-05,DH/SH,SW,2,96,
Prototype,655,2005,11-Jul-05,LP/SH,NE,1,77,
Prototype,655,2005,11-Jul-05,LP/SH,NE,2,70,
Prototype,655,2005,11-Jul-05,LP/SH,NW,1,32,
Prototype,655,2005,11-Jul-05,LP/SH,NW,2,50,
Prototype,655,2005,11-Jul-05,LP/SH,SE,1,86,
Prototype,655,2005,11-Jul-05,LP/SH,SE,2,95,
Prototype,655,2005,11-Jul-05,LP/SH,SW,1,87,
Prototype,655,2005,11-Jul-05,LP/SH,SW,2,79,
Prototype,665,2005,20-Jul-05,BC/LN,NE,1,94,
Prototype,665,2005,20-Jul-05,BC/LN,NE,2,91,
Prototype,665,2005,20-Jul-05,BC/LN,NW,1,96,
Prototype,665,2005,20-Jul-05,BC/LN,NW,2,96,
Prototype,665,2005,20-Jul-05,BC/LN,SE,1,96,
Prototype,665,2005,20-Jul-05,BC/LN,SE,2,96,
Prototype,665,2005,20-Jul-05,BC/LN,SW,1,96,
Prototype,665,2005,20-Jul-05,BC/LN,SW,2,96,
Prototype,687,2005,10-Jul-05,BC/LN,NE,1,12,
Prototype,687,2005,10-Jul-05,BC/LN,NE,2,4,
Prototype,687,2005,10-Jul-05,BC/LN,NW,1,12,
Prototype,687,2005,10-Jul-05,BC/LN,NW,2,6,
Prototype,687,2005,10-Jul-05,BC/LN,SE,1,13,
Prototype,687,2005,10-Jul-05,BC/LN,SE,2,96,
Prototype,687,2005,10-Jul-05,BC/LN,SW,1,5,
Prototype,687,2005,10-Jul-05,BC/LN,SW,2,36,
Prototype,697,2005,21-Jul-05,BC/LN,NE,1,28,
Prototype,697,2005,21-Jul-05,BC/LN,NE,2,82,
Prototype,697,2005,21-Jul-05,BC/LN,NW,1,78,
Prototype,697,2005,21-Jul-05,BC/LN,NW,2,85,
Prototype,697,2005,21-Jul-05,BC/LN,SE,1,88,
Prototype,697,2005,21-Jul-05,BC/LN,SE,2,94,
Prototype,697,2005,21-Jul-05,BC/LN,SW,1,87,
Prototype,697,2005,21-Jul-05,BC/LN,SW,2,94,
Prototype,702,2005,21-Jul-05,DH/SH,NE,1,96,
Prototype,702,2005,21-Jul-05,DH/SH,NE,2,96,
Prototype,702,2005,21-Jul-05,DH/SH,NW,1,87,
Prototype,702,2005,21-Jul-05,DH/SH,NW,2,96,
Prototype,702,2005,21-Jul-05,DH/SH,SE,1,96,
Prototype,702,2005,21-Jul-05,DH/SH,SE,2,94,
Prototype,702,2005,21-Jul-05,DH/SH,SW,1,95,
Prototype,702,2005,21-Jul-05,DH/SH,SW,2,78,
Prototype,720,2005,09-Jul-05,BC/LN,NE,1,5,
Prototype,720,2005,09-Jul-05,BC/LN,NE,2,5,
Prototype,720,2005,09-Jul-05,BC/LN,NW,1,6,
Prototype,720,2005,09-Jul-05,BC/LN,NW,2,9,
Prototype,720,2005,09-Jul-05,BC/LN,SE,1,8,
Prototype,720,2005,09-Jul-05,BC/LN,SE,2,12,
Prototype,720,2005,09-Jul-05,BC/LN,SW,1,12,
Prototype,720,2005,09-Jul-05,BC/LN,SW,2,7,
Prototype,753,2005,11-Jul-05,BC/LN,NE,1,33,
Prototype,753,2005,11-Jul-05,BC/LN,NE,2,96,
Prototype,753,2005,11-Jul-05,BC/LN,NW,1,8,
Prototype,753,2005,11-Jul-05,BC/LN,NW,2,14,
Prototype,753,2005,11-Jul-05,BC/LN,SE,1,3,
Prototype,753,2005,11-Jul-05,BC/LN,SE,2,11,
Prototype,753,2005,11-Jul-05,BC/LN,SW,1,17,
Prototype,753,2005,11-Jul-05,BC/LN,SW,2,4,
Prototype,761,2005,19-Jul-05,LP/SV,NE,1,96,
Prototype,761,2005,19-Jul-05,LP/SV,NE,2,37,
Prototype,761,2005,19-Jul-05,LP/SV,NW,1,81,
Prototype,761,2005,19-Jul-05,LP/SV,NW,2,77,
Prototype,761,2005,19-Jul-05,LP/SV,SE,1,36,
Prototype,761,2005,19-Jul-05,LP/SV,SE,2,87,
Prototype,761,2005,19-Jul-05,LP/SV,SW,1,93,
Prototype,761,2005,19-Jul-05,LP/SV,SW,2,95,
Prototype,774,2005,11-Jul-05,KB/SV,NE,1,8,
Prototype,774,2005,11-Jul-05,KB/SV,NE,2,25,
Prototype,774,2005,11-Jul-05,KB/SV,NW,1,13,
Prototype,774,2005,11-Jul-05,KB/SV,NW,2,16,
Prototype,774,2005,11-Jul-05,KB/SV,SE,1,12,
Prototype,774,2005,11-Jul-05,KB/SV,SE,2,14,
Prototype,774,2005,11-Jul-05,KB/SV,SW,1,9,
Prototype,774,2005,11-Jul-05,KB/SV,SW,2,28,
Prototype,785,2005,12-Jul-05,BC/LN,NE,1,96,
Prototype,785,2005,12-Jul-05,BC/LN,NE,2,91,
Prototype,785,2005,12-Jul-05,BC/LN,NW,1,8,
Prototype,785,2005,12-Jul-05,BC/LN,NW,2,68,
Prototype,785,2005,12-Jul-05,BC/LN,SE,1,96,
Prototype,785,2005,12-Jul-05,BC/LN,SE,2,9,
Prototype,785,2005,12-Jul-05,BC/LN,SW,1,4,
Prototype,785,2005,12-Jul-05,BC/LN,SW,2,5,
Prototype,792,2005,20-Jul-05,LP/SV,NE,1,72,
Prototype,792,2005,20-Jul-05,LP/SV,NE,2,12,
Prototype,792,2005,20-Jul-05,LP/SV,NW,1,25,
Prototype,792,2005,20-Jul-05,LP/SV,NW,2,17,
Prototype,792,2005,20-Jul-05,LP/SV,SE,1,24,
Prototype,792,2005,20-Jul-05,LP/SV,SE,2,73,
Prototype,792,2005,20-Jul-05,LP/SV,SW,1,86,
Prototype,792,2005,20-Jul-05,LP/SV,SW,2,65,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,NE,1,36,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,NE,2,26,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,NW,1,94,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,NW,2,89,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,SE,1,96,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,SE,2,90,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,SW,1,90,
Prototype,822,2005,29-Jun-05,CS/DH/LN/SV,SW,2,88,
Prototype,825,2005,21-Jul-05,LP/SV,NE,1,14,
Prototype,825,2005,21-Jul-05,LP/SV,NE,2,13,
Prototype,825,2005,21-Jul-05,LP/SV,NW,1,2,
Prototype,825,2005,21-Jul-05,LP/SV,NW,2,33,
Prototype,825,2005,21-Jul-05,LP/SV,SE,1,42,
Prototype,825,2005,21-Jul-05,LP/SV,SE,2,11,
Prototype,825,2005,21-Jul-05,LP/SV,SW,1,6,
Prototype,825,2005,21-Jul-05,LP/SV,SW,2,96,
Prototype,828,2005,07-Jul-05,BC/LN,NE,1,7,
Prototype,828,2005,07-Jul-05,BC/LN,NE,2,2,
Prototype,828,2005,07-Jul-05,BC/LN,NW,1,4,
Prototype,828,2005,07-Jul-05,BC/LN,NW,2,9,
Prototype,828,2005,07-Jul-05,BC/LN,SE,1,12,
Prototype,828,2005,07-Jul-05,BC/LN,SE,2,92,
Prototype,828,2005,07-Jul-05,BC/LN,SW,1,6,
Prototype,828,2005,07-Jul-05,BC/LN,SW,2,91,
Prototype,829,2005,06-Jul-05,BC/LN,NE,1,96,
Prototype,829,2005,06-Jul-05,BC/LN,NE,2,96,
Prototype,829,2005,06-Jul-05,BC/LN,NW,1,96,
Prototype,829,2005,06-Jul-05,BC/LN,NW,2,96,
Prototype,829,2005,06-Jul-05,BC/LN,SE,1,2,
Prototype,829,2005,06-Jul-05,BC/LN,SE,2,8,
Prototype,829,2005,06-Jul-05,BC/LN,SW,1,14,
Prototype,829,2005,06-Jul-05,BC/LN,SW,2,96,
Prototype,830,2005,05-Jul-05,BC/LN,NE,1,46,
Prototype,830,2005,05-Jul-05,BC/LN,NE,2,5,
Prototype,830,2005,05-Jul-05,BC/LN,NW,1,14,
Prototype,830,2005,05-Jul-05,BC/LN,NW,2,21,
Prototype,830,2005,05-Jul-05,BC/LN,SE,1,22,
Prototype,830,2005,05-Jul-05,BC/LN,SE,2,12,
Prototype,830,2005,05-Jul-05,BC/LN,SW,1,17,
