"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Tree Core Type","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Significant Tree Damage"
Prototype,818,2003,18-Jun-03,JB/KB,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,818,2003,18-Jun-03,JB/KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,SW,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,PNA,
Prototype,825,2003,11-Jun-03,JB/KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,NW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,SW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,846,2003,17-Jun-03,EB/EK,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,848,2003,28-May-03,JB/KB,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,848,2003,28-May-03,JB/KB,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,848,2003,28-May-03,JB/KB,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,848,2003,28-May-03,JB/KB,NW,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,848,2003,28-May-03,JB/KB,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,848,2003,28-May-03,JB/KB,SE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,PNA,
Prototype,848,2003,28-May-03,JB/KB,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,848,2003,28-May-03,JB/KB,SW,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,848,2003,28-May-03,JB/KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,NE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,NW,Leading Species,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,SE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,SW,Leading Species,VNA,VNA,VNA,VNA,PNA,
Prototype,878,2003,16-Jun-03,EB/EK,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,478,2004,10-Jun-04,JS,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,478,2004,10-Jun-04,JS,NE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,PNA,
Prototype,478,2004,10-Jun-04,JS,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,478,2004,10-Jun-04,JS,NW,Leading Species,VNA,VNA,VNA,VNA,PNA,
Prototype,478,2004,10-Jun-04,JS,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,478,2004,10-Jun-04,JS,SE,Leading Species,Balsam Poplar,Populus balsamifera,Species,99003480,PNA,
Prototype,478,2004,10-Jun-04,JS,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,478,2004,10-Jun-04,JS,SW,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,478,2004,10-Jun-04,JS,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,480,2004,10-Jun-04,KB,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,480,2004,10-Jun-04,KB,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,480,2004,10-Jun-04,KB,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,480,2004,10-Jun-04,KB,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,480,2004,10-Jun-04,KB,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,480,2004,10-Jun-04,KB,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,480,2004,10-Jun-04,KB,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,480,2004,10-Jun-04,KB,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,480,2004,10-Jun-04,KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,481,2004,17-Jun-04,SV,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,481,2004,17-Jun-04,SV,NE,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,481,2004,17-Jun-04,SV,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,481,2004,17-Jun-04,SV,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,481,2004,17-Jun-04,SV,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,481,2004,17-Jun-04,SV,SE,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,481,2004,17-Jun-04,SV,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,481,2004,17-Jun-04,SV,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,481,2004,17-Jun-04,SV,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,482,2004,10-Jun-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,482,2004,10-Jun-04,IT,NE,Leading Species,Balsam Fir,Abies balsamea,Species,99004822,PNA,
Prototype,482,2004,10-Jun-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,482,2004,10-Jun-04,IT,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,482,2004,10-Jun-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,482,2004,10-Jun-04,IT,SE,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,482,2004,10-Jun-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,482,2004,10-Jun-04,IT,SW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,482,2004,10-Jun-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,509,2004,10-Jun-04,LP,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,509,2004,10-Jun-04,LP,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,509,2004,10-Jun-04,LP,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,509,2004,10-Jun-04,LP,NW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,509,2004,10-Jun-04,LP,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,509,2004,10-Jun-04,LP,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,509,2004,10-Jun-04,LP,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,509,2004,10-Jun-04,LP,SW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,509,2004,10-Jun-04,LP,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,511,2004,17-Jun-04,JS,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,511,2004,17-Jun-04,JS,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,511,2004,17-Jun-04,JS,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,511,2004,17-Jun-04,JS,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,511,2004,17-Jun-04,JS,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,511,2004,17-Jun-04,JS,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,511,2004,17-Jun-04,JS,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,511,2004,17-Jun-04,JS,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,511,2004,17-Jun-04,JS,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,512,2004,17-Jun-04,SH,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,512,2004,17-Jun-04,SH,NE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,512,2004,17-Jun-04,SH,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,512,2004,17-Jun-04,SH,NW,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,512,2004,17-Jun-04,SH,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,512,2004,17-Jun-04,SH,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,512,2004,17-Jun-04,SH,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,512,2004,17-Jun-04,SH,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,512,2004,17-Jun-04,SH,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,540,2004,11-Jun-04,SV,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,540,2004,11-Jun-04,SV,NE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,540,2004,11-Jun-04,SV,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,540,2004,11-Jun-04,SV,NW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,540,2004,11-Jun-04,SV,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,540,2004,11-Jun-04,SV,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,540,2004,11-Jun-04,SV,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,540,2004,11-Jun-04,SV,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,540,2004,11-Jun-04,SV,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,543,2004,09-Jun-04,JS,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,543,2004,09-Jun-04,JS,NE,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,543,2004,09-Jun-04,JS,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,543,2004,09-Jun-04,JS,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,543,2004,09-Jun-04,JS,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,543,2004,09-Jun-04,JS,SE,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,543,2004,09-Jun-04,JS,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,543,2004,09-Jun-04,JS,SW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,543,2004,09-Jun-04,JS,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,571,2004,18-Jun-04,SV,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,571,2004,18-Jun-04,SV,NE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,571,2004,18-Jun-04,SV,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,571,2004,18-Jun-04,SV,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,571,2004,18-Jun-04,SV,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,571,2004,18-Jun-04,SV,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,571,2004,18-Jun-04,SV,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,571,2004,18-Jun-04,SV,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,571,2004,18-Jun-04,SV,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,572,2004,13-Jun-04,KB,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,572,2004,13-Jun-04,KB,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,572,2004,13-Jun-04,KB,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,572,2004,13-Jun-04,KB,NW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,572,2004,13-Jun-04,KB,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,572,2004,13-Jun-04,KB,SE,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,572,2004,13-Jun-04,KB,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,572,2004,13-Jun-04,KB,SW,Leading Species,White Spruce,Picea glauca,Species,99004836,PNA,
Prototype,572,2004,13-Jun-04,KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,NE,Leading Species,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,573,2004,18-Jun-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,SE,Leading Species,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,573,2004,18-Jun-04,IT,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,573,2004,18-Jun-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,574,2004,09-Jun-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,574,2004,09-Jun-04,IT,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,574,2004,09-Jun-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,574,2004,09-Jun-04,IT,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,574,2004,09-Jun-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,574,2004,09-Jun-04,IT,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,574,2004,09-Jun-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,574,2004,09-Jun-04,IT,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,574,2004,09-Jun-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,575,2004,18-Jun-04,JS,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,575,2004,18-Jun-04,JS,NE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,575,2004,18-Jun-04,JS,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,575,2004,18-Jun-04,JS,NW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,575,2004,18-Jun-04,JS,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,575,2004,18-Jun-04,JS,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,575,2004,18-Jun-04,JS,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,575,2004,18-Jun-04,JS,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,575,2004,18-Jun-04,JS,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,602,2004,12-Jun-04,KB,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,602,2004,12-Jun-04,KB,NE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,602,2004,12-Jun-04,KB,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,602,2004,12-Jun-04,KB,NW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,602,2004,12-Jun-04,KB,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,602,2004,12-Jun-04,KB,SE,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,602,2004,12-Jun-04,KB,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,602,2004,12-Jun-04,KB,SW,Leading Species,Lodgepole Pine,Pinus contorta,Species,99004829,PNA,
Prototype,602,2004,12-Jun-04,KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,604,2004,18-Jun-04,LP,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,604,2004,18-Jun-04,LP,NE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,604,2004,18-Jun-04,LP,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,604,2004,18-Jun-04,LP,NW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,604,2004,18-Jun-04,LP,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,604,2004,18-Jun-04,LP,SE,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,604,2004,18-Jun-04,LP,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,604,2004,18-Jun-04,LP,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,604,2004,18-Jun-04,LP,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,625,2004,29-May-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,625,2004,29-May-04,IT,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,625,2004,29-May-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,625,2004,29-May-04,IT,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,625,2004,29-May-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,625,2004,29-May-04,IT,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,625,2004,29-May-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,625,2004,29-May-04,IT,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,625,2004,29-May-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,627,2004,28-May-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,627,2004,28-May-04,IT,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,627,2004,28-May-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,627,2004,28-May-04,IT,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,627,2004,28-May-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,627,2004,28-May-04,IT,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,627,2004,28-May-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,627,2004,28-May-04,IT,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,627,2004,28-May-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,629,2004,27-May-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,629,2004,27-May-04,IT,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,629,2004,27-May-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,629,2004,27-May-04,IT,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,629,2004,27-May-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,629,2004,27-May-04,IT,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,629,2004,27-May-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,629,2004,27-May-04,IT,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,629,2004,27-May-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,638,2004,31-May-04,SV,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,638,2004,31-May-04,SV,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,638,2004,31-May-04,SV,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,638,2004,31-May-04,SV,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,638,2004,31-May-04,SV,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,638,2004,31-May-04,SV,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,638,2004,31-May-04,SV,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,638,2004,31-May-04,SV,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,638,2004,31-May-04,SV,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,655,2004,20-Jun-04,KB,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,655,2004,20-Jun-04,KB,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,655,2004,20-Jun-04,KB,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,655,2004,20-Jun-04,KB,NW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,655,2004,20-Jun-04,KB,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,655,2004,20-Jun-04,KB,SE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,655,2004,20-Jun-04,KB,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,655,2004,20-Jun-04,KB,SW,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,655,2004,20-Jun-04,KB,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,662,2004,31-May-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,662,2004,31-May-04,IT,NE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,662,2004,31-May-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,662,2004,31-May-04,IT,NW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,662,2004,31-May-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,662,2004,31-May-04,IT,SE,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,662,2004,31-May-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,662,2004,31-May-04,IT,SW,Leading Species,Trembling Aspen,Populus tremuloides,Species,99003483,PNA,
Prototype,662,2004,31-May-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,687,2004,02-Jun-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,687,2004,02-Jun-04,IT,NE,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,687,2004,02-Jun-04,IT,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,687,2004,02-Jun-04,IT,NW,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,687,2004,02-Jun-04,IT,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,687,2004,02-Jun-04,IT,SE,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,687,2004,02-Jun-04,IT,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,687,2004,02-Jun-04,IT,SW,Leading Species,Paper Birch,Betula papyrifera,Species,99003461,PNA,
Prototype,687,2004,02-Jun-04,IT,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,702,2004,30-May-04,SV,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
Prototype,702,2004,30-May-04,SV,NE,Leading Species,Black Spruce,Picea mariana,Species,99004837,PNA,
Prototype,702,2004,30-May-04,SV,NE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,702,2004,30-May-04,SV,NW,Leading Species,VNA,VNA,VNA,VNA,PNA,
Prototype,702,2004,30-May-04,SV,NW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,702,2004,30-May-04,SV,SE,Leading Species,Jack Pine,Pinus banksiana,Species,99004828,PNA,
Prototype,702,2004,30-May-04,SV,SE,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,702,2004,30-May-04,SV,SW,Leading Species,Tamarack,Larix laricina,Species,99004833,PNA,
Prototype,702,2004,30-May-04,SV,SW,Secondary Species,VNA,VNA,VNA,VNA,PNA,
Prototype,710,2004,15-Jun-04,IT,1Ha,Largest Tree,VNA,VNA,VNA,VNA,PNA,
